session_id,workout_date,start_time,end_time,workout_name,body_weight_kg,duration_minutes,overall_rating,session_notes,set_id,exercise_name,muscle_group,set_number,reps,weight_kg,distance_km,duration_seconds,rpe,completed,set_notes
1,2026-08-20,,,Push-ups,,,,30 push-ups recorded,1,Push-ups,Chest,1,30.0,,,,,1,
