record_id,record_date,exercise_name,record_type,value,unit,session_id,notes,created_at
1,2026-08-20,Push-ups,consecutive_reps,30.0,reps,1,30 consecutive push-ups completed in one uninterrupted set,2026-08-20 22:26:47
